text,label
"['FRIENDS... REMEMBER  ', 'JHS', "" MAY GIVE AN UPMOVE LIKE TODAY'S "", 'GPTINFRA', ' ']","['NANA', 'symbol', 'NANA', 'symbol', 'NANA']"
"['KAMATHOTEL', '... OPEN - LOW IS SAME... ABOVE ', '83', ' CAN SHOOT UP.... ']","['symbol', 'NANA', 'enter', 'NANA']"
"['ONLY RESISTANCE AT ', '83', ' .. ABOVE THAT.. A DECENT UPMOVE CAN BE SEEN... ']","['NANA', 'enter', 'NANA']"
"['GALLANTT', '  ABOVE ', '74.25', ' - ', '74.50', ' CAN GIVE A SUPER SHOT UPMOVE ']","['symbol', 'NANA', 'enter', 'NANA', 'entry_momentum', 'NANA']"
"['WATCHOUT...', 'GALLANNT', ' ABOVE ', '74.25', ' .. NOW AT ', '78.95', ' ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['JHS', ' TRADES ABOVE ', '32.50', ' IT WILL START UPMOVE LIKE ', 'GALLANNT', ' AND ', 'GPTINFRA', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'symbol', 'NANA', 'symbol', 'NANA']"
"['KAMATHOTEL', '.. ABOVE ', '83', ' TOUCHED ', '85.90', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"[""DON'T MISS "", 'ADVANIHOTR', ' ']","['NANA', 'symbol', 'NANA']"
"['SAKAR', ' ']","['symbol', 'NANA']"
,NANA
"['145.25', ' ']","['enter', 'NANA']"
"['MOVEMENT CAN BE PRETTY QUICK ABOVE ', '146.50', ' - ', '147', '   WATCHOUT..... ']","['NANA', 'enter', 'NANA', 'entry_momentum', 'NANA']"
"['WE MAY SEE ', '153', '+ ', 'INTRADAY', ' ']","['NANA', 'exit', 'NANA', 'intraday', 'NANA']"
"['BTST', ' : ', 'GREENPLY', ' CMP ', '217', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['GREENPLY', '.. WILL SHOOT UP... AS ', 'BTST', "" MAY BE TODAY AND TOMORROW DON'T MISS ""]","['symbol', 'NANA', 'btst', 'NANA']"
"['BTST', ' : ', 'LT', ' CMP ', '1700', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
,NANA
,NANA
,NANA
"['INTRADAY', '  BUY ', 'CENTRUM', ' ABOVE ', '28', ' SL ', '26.75', ' TARGET ', '30', ' - ', '32', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['CENTRUM', "" : FLAG MAKING.. DON'T MISS ""]","['symbol', 'NANA']"
"['SUPER DUPER FLAG BREAKOUT  BUY ', 'KARMAENG', ' FOR ', 'DELIVERY', ' CMP ', '37', ' ']","['NANA', 'symbol', 'NANA', 'delivery', 'NANA', 'enter', 'NANA']"
"['62', ' ']","['exit', 'NANA']"
"['CENTRUM', ' DID ', '28', ' TO ', '29.90', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' : BUY ', 'GULPOLY', ' ABOVE ', '358', ' SL ', '353', ' TARGET ', '362', ' - ', '365', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['GULPOLY', '.. ABOVE 358 CAN TOUCHED ', '358', '', '365', ' LEVELS.... (UPPER CIRCUIT) ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['DELIVERY', ' : BUY ', 'GLOBAL', ' CMP ', '77.65', ' SL ', '64', ' TARGET ', '92', ' - ', '108', ' - ', '118', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['GLOBAL', ' ON UPPER CIRCUIT ']","['symbol', 'NANA']"
"['FRIENDS...  KEEP AN EYE ON ', 'NIFTY', '  IT CAN BOUNCE FROM HERE  STOP LOSS ', '16990', '  CMP ', '17022', ' ']","['NANA', 'symbol', 'NANA', 'sl', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY ', 'ENDURANCE', ' ABOVE ', '1250', ' SL ', '1235', ' TARGET ', '1270', ' - ', '1290', ' - ', '1310', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['INTRADAY', ' : BUY BANARBEADS ABOVE ', 'BANARBEADS', '', '96', ' SL ', '94.50', ' TARGET ', '98', ' - ', '100', '- ', '102', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"[""DON'T MISS "", 'BANARBEADS', ' ABOVE ', '96', ' ...FOR ', '106', '+ ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"['PIONEEREMB', '  FOR FLAG BREAKOUT ']","['symbol', 'NANA']"
,NANA
"['57', ' CAN SHOOT UP VERY FAST ']","['enter', 'NANA']"
"[""DON'T MISS "", 'PIONEEREMB', ' ABOVE ', '57', ' ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['IGNORE ', 'PIONEEREMB', ' AS ITS NOT GOING ABOVE GIVEN LEVEL ']","['NANA', 'symbol', 'NANA']"
"['INDORAMA', ' : FLAG BREAKOUT ']","['symbol', 'NANA']"
"['BTST', ' : ', 'MANAKSIA', ' CMP ', '86', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
,NANA
,NANA
,NANA
"['BTST', ' UPDATE  ', 'MANAKSIA', ' GIVEN AT ', '86', ' GOING STRONG AT ', '89.40', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['MANAKSIA', '.. FINALLY TOUCHED ', '94', ' .. GIVEN YESTERDAY FOR ', 'BTST', ' AT ', '86', ' ']","['symbol', 'NANA', 'touched', 'NANA', 'btst', 'NANA', 'enter', 'NANA']"
"['ASTRON', "" TRYING TO BREAKOUT..DON'T MISS ABOVE "", '52', ' ']","['symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY ', 'RSWM', ' CMP ', '525', ' SL ', '519', ' TARGET ', '531', ' - ', '537', ' - ', '543', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['RSWM', '.. ABOVE ', '533', ' CAN SHOOT UP VERY QUICKLY ']","['symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY ', 'BLISSGVS', ' ABOVE ', '84', ' SL ', '82.50', ' TARGET ', '86', ' - ', '88', ' - ', '90', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['AKG', ' ON RADAR   ABOVE ', '40', ' CAN GIVE A QUICK UPMOVE ']","['symbol', 'NANA', 'enter', 'NANA']"
"['BLISSGVS', ' DID ', '84', '  TO ', '85.85', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['LOKESMACH', '...   ON A FLAG BREAKOUT  ABOVE ', '100', "" CAN GIVE A ROCKING UPMOVE.. DON'T MISS ""]","['symbol', 'NANA', 'enter', 'NANA']"
"['SYMBOL : ', 'LOKESHMACH', ' ']","['NANA', 'symbol', 'NANA']"
"['LOKESHMACH', "".. DON'T MISS ABOVE "", '100', ' FOR SUPER DUPER UPMOVE ..ATLEAST ', '108', '+ ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"['EXTREME SHORT TERM TARGET IS ', '134', '+   IN ', 'LOKESHMACH', ' ']","['NANA', 'exit', 'NANA', 'symbol', 'NANA']"
"['FRIENDS... ', 'LOKESHMACH', "".. TRYING TO BREAKOUT.. DON'T MISS ""]","['NANA', 'symbol', 'NANA']"
"['A MOVE ABOVE ', '100', ' WILL GIVE A VERY QUICK UPMOVE ']","['NANA', 'enter', 'NANA']"
"['LOKESHMACH', '.. HAS ALREADY CROSSED THE TRENDLINE.. A MOVE ABOVE 100 NOW.. CAN GIVE A FANTASTIC UPMOVE ']","['symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'MAHSEAMLESS', ' ABOVE ', '605', ' SL ', '598', ' TARGET ', '613', ' - ', '619', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['MAHSEAMLESS', "" DIDN'T GO ABOVE "", '605', ' HENCE CALL STANDS CANCELLED ']","['symbol', 'NANA', 'enter', 'NANA']"
"['DELIVERY', ' : BUY ', 'GEEKAYWIRE', ' CMP ', '70', ' SL ', '63', ' TARGET ', '80', ' - ', '90', ' - ', '100', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['GEEKAYWIRE', ' FUNDAMENTALLY LOOKS GOOD ']","['symbol', 'NANA']"
"['GEEKAYWIRE', '.. RSI BREAKOUT  AND THERE IS A CONVERGENCE IN AVERAGES HAPPENING  LOOKS GOOD ']","['symbol', 'NANA']"
"['BTST', ' : ', 'GRAUWEIL', ' CMP ', '69', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['BTST', ' : ', 'MOTILALOFS', ' CMP ', '922', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
,NANA
"['FRIENDS...  KEEP ', 'RPPINFRA', ' ON RADAR  ABOVE ', '47', ' CAN GIVE A QUICK UPMOVE ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY ', 'GICRE', ' CMP ', '123.15', ' SL ', '120.50', ' TARGET ', '126', ' - ', '129', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['BTST', ' GIVEN IN ', 'GRAUWEIL', ' AT ', '69', ' TOUCHED ', '75.50', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'PRESSMN', ' CMP ', '43.75', ' SL ', '42.50', ' TARGET ', '46.80', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['PRESSMN', ' .. NICE PATTERN.... LOOKS GREAT ']","['symbol', 'NANA']"
"['46.80', ' LEVELS... ONCE IT CROSSES ', '44', ' ']","['exit', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'GICRE', ' GIVEN AT ', '123.15', ' TOUCHED FIRST TARGET ', '126', ' (HIGH : 126.80) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['KEEP AN EYE ON ', 'HISARMAETAL', '  A MOVE ABOVE ', '136', ' CAN TARGET ', '148', ' - ', '152', ' LEVELS... ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY ', 'CASTROLIND', ' ABOVE ', '110', ' SL ', '108', ' TARGET ', '112', ' - ', '114', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['SKMEGGPROD', ' ABOVE ', '71', ' SL ', '69.50', ' TARGET ', '74', ' - ', '77', ' - ', '80', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['SKMEGGPROD', '... (ABOVE AVERAGE VOLUMES).. WE MAY SEE ', '78', '+ ', 'INTRADAY', ' ']","['symbol', 'NANA', 'exit', 'NANA', 'intraday', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'SKMEGGPROD', ' GIVEN ABOVE ', '71', ' TOUCHED ', '73.70', '.. JUST 30 PAISE AWAY FROM TARGET OF 74 ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'INDHOTEL', ' ABOVE ', '261', ' SL ', '258', ' TARGET ', '265', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['MOTILALOFS', '.. GOING UP STRONGLY.. AT ', '945', '+  OUR BTST GIVEN YESTERDA AT ', 'BTST', '922', ' LEVELS ']","['symbol', 'NANA', 'touched', 'NANA', 'btst', 'enter', 'NANA']"
"['VINYLINDIA', '... SUPER DUPER HOT ON CHARTS.... ']","['symbol', 'NANA']"
"['VINYLINDIA', '.. GIVEN FOR ', 'DELIVERY', ' AT ', '297', ' ... ROCKING AT ', '310', '+ ']","['symbol', 'NANA', 'delivery', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'ASHAPURAMIN', ' ABOVE ', '146', ' ', 'SL', ' 144 TARGET ', '149', ' - ', '152', ' - ', '156', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"[""DON'T MISS "", 'ASHAPURAMIN', '.. ABOVE ', '146', ' FOR ROCKET UPMOVE ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['ASHAPURAMIN', "".. DIDN'T GO ABOVE GIVEN LEVELS.. HENCE CALL STANDS CANCELLED ""]","['symbol', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'GICRE', ' GIVEN AT ', '123.15', ' TOUCHED SECOND TARGET ', '129', '  (HIGH : 129.95) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
,NANA
,NANA
"['YAARI', '  RSI POSITIVE DIVERGENCE SEEN.. LOOKS ATTRACTIVE ']","['symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'GEPIL', ' ABOVE ', '191', ' SL ', '188', ' TARGET ', '195', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['GEPIL', ' ABOVE ', '191', ' TOUCHED ', '192.60', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'SALZERELEC', ' ABOVE ', '206', ' SL ', '203', ' TARGET ', '209', ' - ', '212', ' - ', '215', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"[""DON'T MISS "", 'SALZERELEC', ' ABOVE ', '206', ' ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['YAARI', '.. ROCKING.. ABOVE ', '41.50', ' —— NOW AT ', '44', '+ ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : REVERSAL  BUY ', 'BHAGYAPROP', ' ABOVE ', '41.25', ' SL ', '40', ' TARGET ', '43', ' - ', '45', ' - ', '47', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['BHAGYAPROP', "".. REVERSING... DON'T MISS ABOVE "", '41.25', ' ']","['symbol', 'NANA', 'enter', 'NANA']"
"['WATCHOUT ', 'YAARI', '...  SAME WAY.. ', 'BHAGYAPROP', ' CAN ROCK... ']","['NANA', 'symbol', 'NANA', 'symbol', 'NANA']"
"['BHAGYAPROP', ' TRYING TO BREAKOUT ']","['symbol', 'NANA']"
"['BHAGYAPROP', '.. NOW ONCE IT MOVES ABOVE ', '41.60', ' CAN GIVE A SUPER DUPER UPMOVE ']","['symbol', 'NANA', 'enter', 'NANA']"
"['FRIENDS...  KEEP ', 'SORILINFRA', ' ON RADAR  ABOVE ', '72', ' CAN GIVE A SUPER DUPER UPMOVE UPTO ', '78', '+ LEVELS ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"['SORILINFRA', ""..DIDN'T GO ABOVE GIVEN LEVELS..  HENCE CALL STANDS CANCELLED ""]","['symbol', 'NANA']"
"['LAOPALA', ' : SUSTAINING ABOVE ', '304', ' CAN GIVE A NICE UPMOVE ']","['symbol', 'NANA', 'enter', 'NANA']"
"['LAOPALA', '.... ABOVE ', '304', ' TOUCHED ', '309.90', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
,NANA
"['INTRADAY', ' : BUY ', 'ORICONENT', ' ABOVE ', '33.50', ' SL ', '32', ' TARGET ', '36', ' - ', '38', ' - ', '39.50', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['ORICONENT', '.. REVERSING FROM OVERSOLD...  ABOVE ', '33.50', ' CAN GIVE A ROCKING UPMOVE ']","['symbol', 'NANA', 'enter', 'NANA']"
"['RKFORGE', '.. SUPER DUPER BREAKOUT ABOVE ', '197', ' ']","['symbol', 'NANA', 'enter', 'NANA']"
,NANA
"['RKFORGE', "".. IS A MULTIBAGGER..DON'T MISS ""]","['symbol', 'NANA']"
"['RKFORGE', '.. A MOVE ABOVE ', '197', ' CAN TARGET ', '213', ' - ', '221', ' ', 'INTRADAY', '.....   SUPER DUPER PATTERN ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'intraday', 'NANA']"
"['RKFORGE', ' HAS FORMED A BULLISH ENGULFING.. PATERN.. WHICH IS VERY BULLISH IN NATURE ']","['symbol', 'NANA']"
"['ANYTIME... ', 'RKFORGE', ' CAN BREAKOUT.. KEEP ON RADAR ']","['NANA', 'symbol', 'NANA']"
"['BTST', ' : ', 'CHALET', ' CMP ', '308', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
,NANA
"['INTRADAY', ' : BUY ', 'UPL', ' ABOVE ', '845', ' SL ', '835', ' TARGET ', '855', ' - ', '865', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['BAJAJCON', ' ']","['symbol', 'NANA']"
"['LYKALABS', '.. ABOVE ', '162', ' CAN SHOOT UP..... UPTO ', '170', '+ ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"['LYKALABS', ' LOOKING TOO GOOD ']","['symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'JKIL', ' ABOVE ', '230', ' SL ', '227', ' TARGET ', '233', ' - ', '236', ' - ', '239', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['RICOAUTO', ' ']","['symbol', 'NANA']"
"[""DON'T MISS "", 'RICOAUTO', '  ABOVE ', '38.50', ' CAN GIVE A SUPER DUPER UPMOVE ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['PREMIERPOL', '.. CMP ', '116.40', '  CAN TARGET ', '120.50', ' ', 'INTRADAY', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'intraday', 'NANA']"
"['PURE REVERSAL  ', 'INTRADAY', ' : BUY ', 'ORIENTABRA', ' CMP ', '31.65', ' SL ', '30.50', ' TARGET ', '33', ' - ', '35', '+ ']","['NANA', 'intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['ONLY HURDLE NOW IS ', '32.25', ' ABOVE... CLEAR BLUE SKY ']","['NANA', 'entry_momentum', 'NANA']"
"['ANIKINDS', ' ON RADAR  CMP ', '33.85', '   LOOKS GOOD FOR UPPER CIRCUIT ']","['symbol', 'NANA', 'enter', 'NANA']"
"['ANIKINDS', '... ON A GOOD PATTERN  CAN MOVE UP LIKE ', 'AGROPHOS', ' ']","['symbol', 'NANA', 'symbol', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'JKIL', ' GIVEN A BUY ABOVE ', '230', ' TOUCHED FIRST TARGET ', '233', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['ANIKINDS', ' FOR ', 'DELIVERY', ' CMP ', '33.45', ' ']","['symbol', 'NANA', 'delivery', 'NANA', 'enter', 'NANA']"
"['SL ', '28', ' TARGET ', '42', ' - ', '47', ' - ', '53', ' ']","['NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
,NANA
,NANA
"['FLAG BREAKOUT  ', 'INTRADAY', ' : BUY ', 'MMP', ' ABOVE ', '214', ' SL ', '211', ' TARGET ', '218', ' - ', '222', ' - ', '226', ' ']","['NANA', 'intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['DELIVERY', ' BASED ALSO   MMP CAN TARGET ', '51', '+ RS UPMOVE ABOVE CLOSING ABOVE ', '214', ""  DON'T MISS ""]","['delivery', 'NANA', 'exit', 'NANA', 'exit', 'NANA']"
"['DELIVERY', ' BASED STOP LOSS ', '184', ' ']","['delivery', 'NANA', 'sl', 'NANA']"
"['KEY LEVEL IS ABOVE ', '214', ' ']","['NANA', 'entry_momentum', 'NANA']"
"['VOLUMES WELL ABOVE AVERAGE  RSI BREAKING OUT  A MOVE ABOVE ', '214', ' CAN GIVE A ROCKET UPMOVE ']","['NANA', 'entry_momentum', 'NANA']"
"['FRIENDS...  KEEP ', 'ORBTEXP', ' ON RADAR  ABOVE ', '118', ' CAN GIVE A QUICK UPMOVE ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['118', ' IT CAN QUICKLY MOVE UPTO ', '123', ' - ', '125', ' LEVELS FIRST  ULTIMATE TARGET ', '137', '+ ']","['enter', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['ORBTEXP', '... :  ', '118', ' IS THE KEY LEVEL.... ']","['symbol', 'NANA', 'enter', 'NANA']"
"['118', ' ']","['enter', 'NANA']"
"['WORTH', ' ']","['symbol', 'NANA']"
"['175', '+ LEVELS IN SHORT TERM ']","['exit', 'NANA']"
"['WATCHOUT... FRIENDS  WORTH GIVEN FOR ', 'DELIVERY', ' AT ', '115', ' ... GOING UP STRONGLY AT ', '123', '+ TODAY ITSELF ']","['NANA', 'delivery', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['DELIVERY', ' : BUY ', 'TARC', ' CMP ', '45', ' SL ', '42', ' TARGET ', '50', ' - ', '54', ' - ', '58', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['DFMFOODS', '.. ABOVE ', '240', ' CAN GIVE A SOLID UPMOVE UPTO ', '245', '  - ', '248', ' LEVELS ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['BSE SYMBOL : ', 'DF', ', ']","['NANA', 'symbol', 'NANA']"
"['MOMENTUM ABOVE ', '241.50', ' ']","['NANA', 'entry_momentum', 'NANA']"
"['RSI REVERSING IN ', 'DFMFOODS', ""... FROM OVERSOLD.. DON'T MISS ABOVE "", '241.50', ' ']","['NANA', 'symbol', 'NANA', 'entry_momentum', 'NANA']"
"['WATCHOUT...  ', 'DELIVERY', ' BUY GIVEN IN ', 'TARC', ' AT ', '45', ' GOING STRONG AT ', '47', '+ TODAY ITSELF ']","['NANA', 'delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['FLAG BREAKOUT  ', 'DELIVERY', ' : BUY SURYODAY CMP ', 'SURYODAY', '', '142.25', ' SL ', '130', ' TARGET ', '155', ' - ', '168', ' - ', '175', ' ']","['NANA', 'delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['SURYODAY', ""... FLAG BREAKOUT.. DON'T MISS ""]","['symbol', 'NANA']"
"['TTL', ' .. SAME PATTERN LIKE ', 'SURYODAY', ""....   DON'T MISS ABOVE "", '114', ' ']","['symbol', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['TTL', ' ']","['symbol', 'NANA']"
"['DELIVERY', ' : BUY ', 'GNFC', ' CMP ', '860', ' SL ', '800', ' TARGET ', '935', ' - ', '965', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['BTST', ' : ', 'TIMETECHNO', ' CMP ', '104.50', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
,NANA
"['PURE REVERSAL  ', 'DELIVERY', ' : BUY ', 'IZMO', ' AT ', '76', ' SL ', '72', ' TARGET ', '85', ' - ', '92', ' ']","['NANA', 'delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['IZMO', "" .. DON'T MISS.... ""]","['symbol', 'NANA']"
"['INTRADAY', ': HUGE POSSIBILITY OF ', '79', ""+ COMING ...  DON'T MISS ""]","['intraday', 'NANA', 'exit', 'NANA']"
"[""DON'T MISS.... "", 'IZMO', '... ']","['NANA', 'symbol', 'NANA']"
"['IZMO', '.. HAMMER PATTERN OF CANDLE AND RSI COMING OUT OF OVERSOLD.... ']","['symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'TATAMOTORS', ' CMP ', '411', ' SL ', '406', ' TARGET ', '417', ' - ', '423', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['NIFTY FUTURES', ' : CAN SEE QUICK UPMOVE ABOVE ', '16425', ' - ', '16430', ' LEVELS ']","['symbol', 'NANA', 'enter', 'NANA', 'entry_momentum', 'NANA']"
"['NIFTY FUTURES', '16470', '+ ']","['symbol', 'touched', 'NANA']"
"['IZMO', '... GOING UP... ', '76', ' TO ', '78', '+ ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"['DELIVERY', ' UPDATE  ', 'IZMO', ' GIVEN AT ', '76', ' GOING STRONGLY UP AT ', '79', '+ TODAY ITSELF ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'ORIENTCEM', ' CMP ', '128', ' SL ', '126', ' TARGET ', '131', ' - ', '134', ' - ', '137', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"[""DON'T MISS "", 'ORIENTCEM', ' ']","['NANA', 'symbol', 'NANA']"
"['ORIENTCEM', ' : CAN BE ALSO TAKEN FOR ', 'BTST', ' ']","['symbol', 'NANA', 'btst', 'NANA']"
"['NIFTY FUTURES', ' TOUCHED ', '16494', '+ ']","['symbol', 'NANA', 'touched', 'NANA']"
